"연번","도로명주소","지번주소","x 좌표","y 좌표","건물명","구 명칭","전화번호","유형","개방시간","소재지 용도","화장실 현황","장애인화장실 현황","편의시설 (기타설비)","안내표지","소재지","비고"
"215546","서울특별시 마포구 월드컵북로6길 88-7","서울특별시 마포구 동교동 197-36","126.92311615","37.56006957","동교어린이공원 공중화장실","마포구","02-3153-9234","공공개방|","상시(24시간)|"," ","남자|여자|","남자|여자|","기저귀교환대(남)|기저귀교환대(여)|","비상벨(남)|비상벨(여)|출입구CCTV|","공원 및 하천변|","마포구청 깨끗한마포과"
"215547","서울특별시 마포구 양화로18안길 27","서울특별시 마포구 동교동 168-1","126.92608324","37.55721437","윗잔다리어린이공원 공중화장실","마포구","02-3153-9234","공공개방|","상시(24시간)|"," ","남자|여자|","남자|여자|","기저귀교환대(여)|","비상벨(남)|비상벨(여)|출입구CCTV|","공원 및 하천변|","마포구청 깨끗한마포과"
"215548","서울특별시 마포구 동교로 99","서울특별시 마포구 서교동 479-5","126.91314668","37.55467030","잔다리어린이공원 공중화장실","마포구","02-3153-9234","공공개방|","상시(24시간)|"," ","남자|여자|","여자|"," ","비상벨(남)|비상벨(여)|출입구CCTV|","공원 및 하천변|","마포구청 깨끗한마포과"
"215549","서울특별시 마포구 양화로11길 21","서울특별시 마포구 서교동 391-1","126.91547594","37.55202004","서교어린이공원 공중화장실","마포구","02-3153-9234","공공개방|","상시(24시간)|"," ","남자|여자|","남자|여자|","기저귀교환대(여)|","비상벨(남)|비상벨(여)|출입구CCTV|","공원 및 하천변|","마포구청 깨끗한마포과"
"215550","서울특별시 마포구 와우산로21길 14","서울특별시 마포구 서교동 358-36","126.92316400","37.55248551","홍익문화공원 공중화장실","마포구","02-3153-9234","공공개방|","상시(24시간)|"," ","남자|여자|","남자|여자|"," ","비상벨(남)|비상벨(여)|출입구CCTV|","공원 및 하천변|","마포구청 깨끗한마포과"
"213878","서울특별시 성동구 연무장5길 9-26","서울특별시 성동구 성수동2가 302-25","127.05240496","37.54480786","성수근린공원","성동구","02-2286-5526","공공개방|","상시(24시간)|"," ","남자|여자|","남자|여자|","기저귀교환대(남)|기저귀교환대(여)|"," 비상벨(남)|비상벨(여)|","공원 및 하천변|","성동구도시관리공단"
"213879"," ","서울특별시 성동구 성수동2가  273-41","127.06024766","37.54235925","성삼공원","성동구","02-2286-5526","공공개방|","상시(24시간)|"," ","남자|여자|","남자|여자|","기저귀교환대(남)|기저귀교환대(여)|","비상벨(여)|","공원 및 하천변|","성동구도시관리공단"
"213880","서울특별시 성동구 광나루로 152","서울특별시 성동구 성수동1가 656-609","127.04705230","37.55142492","송정제방길","성동구","02-2286-5526","공공개방|","상시(24시간)|"," ","남자|여자|"," ","기저귀교환대(남)|기저귀교환대(여)|","비상벨(여)|","공원 및 하천변|","성동구도시관리공단"
"213881","서울특별시 성동구 동호로5길 207","서울특별시 성동구 옥수동 산 5-164","127.00863007","37.54579356","매봉산지하수옆","성동구","02-2286-5526","공공개방|","상시(24시간)|"," ","남자|여자|"," ","기저귀교환대(남)|기저귀교환대(여)|"," 비상벨(남)|비상벨(여)|","공원 및 하천변|","성동구도시관리공단"
"213882"," ","서울특별시 성동구 금호동4가  1540","127.02856812","37.54707464","응봉산팔각정","성동구","02-2286-5526","공공개방|","상시(24시간)|"," ","남자|여자|","남자|여자|","기저귀교환대(남)|기저귀교환대(여)|"," 비상벨(남)|비상벨(여)|","공원 및 하천변|","성동구도시관리공단"
"213883","서울특별시 성동구 독서당로44길 25","서울특별시 성동구 금호동4가 산 28-1","127.02061145","37.54484853","달맞이봉","성동구","02-2286-5526","공공개방|","상시(24시간)|"," ","남자|여자|"," "," "," 비상벨(남)|비상벨(여)|","공원 및 하천변|","성동구도시관리공단"
"213884","서울특별시 성동구 장터길 42","서울특별시 성동구 금호동4가 1120-2","127.02052102","37.54819289","금호4가 얼음가게","성동구","02-2286-5526","공공개방|","상시(24시간)|"," ","남자|여자|"," "," ","비상벨(여)|","공중화장실|","성동구도시관리공단"
"213885","서울특별시 성동구 금호산2길 16","서울특별시 성동구 금호동3가 451","127.02139085","37.54876837","금호3가 경로당","성동구","02-2286-5526","공공개방|","상시(24시간)|"," ","남자|여자|"," "," ","비상벨(여)|","공중화장실|","성동구도시관리공단"
"213886","서울특별시 성동구 금호산2가길 1","서울특별시 성동구 금호동3가 474-1","127.02244012","37.54899995","금남시장 뒤","성동구","02-2286-5526","공공개방|","상시(24시간)|"," ","남자|여자|"," "," ","비상벨(여)|","근생시설|","성동구도시관리공단"
"213887"," ","서울특별시 성동구 금호동2가  1-4","127.01958940","37.55675200","금호산","성동구","02-2286-5526","공공개방|","상시(24시간)|"," ","남자|여자|"," "," "," 비상벨(남)|비상벨(여)|","공원 및 하천변|","성동구도시관리공단"
"214444","서울특별시 성북구 월계로 84","서울특별시 성북구 장위동 231-198","127.03805734","37.61340354","신동방석유㈜","성북구"," 02-918-5151","민간개방|","상시(24시간)|"," ","공용|"," "," ","출입구CCTV|","주유소 및 충전소|","신동방석유㈜"
"213888","서울특별시 성동구 금호로 173, 109동 (금호동2가, 신금호파크자이)","서울특별시 성동구 금호동2가 1","127.01951780","37.55644520","군부대앞금호정","성동구","02-2286-5526","공공개방|","상시(24시간)|"," ","남자|여자|"," "," ","비상벨(여)|","공원 및 하천변|","성동구도시관리공단"
"213889","서울특별시 성동구 금호로 100","서울특별시 성동구 금호동1가 산 37-1","127.02833959","37.54987567","독서당공원","성동구","02-2286-5526","공공개방|","상시(24시간)|"," ","남자|여자|","남자|여자|","기저귀교환대(남)|기저귀교환대(여)|"," 비상벨(남)|비상벨(여)|","공원 및 하천변|","성동구도시관리공단"
"213890","서울특별시 성동구 독서당로57가길 24","서울특별시 성동구 금호동1가  산 37-1","127.02834915","37.55313190","대현산공원","성동구","02-2286-5526","공공개방|","상시(24시간)|"," ","남자|여자|"," "," "," 비상벨(남)|비상벨(여)|","공원 및 하천변|","성동구도시관리공단"
"213891","서울특별시 성동구 독서당로57가길 24","서울특별시 성동구 금호동1가  산 37-1","127.02834915","37.55313190","대현산관리사무소","성동구","02-2286-5526","공공개방|","상시(24시간)|"," ","남자|여자|","남자|여자|"," "," 비상벨(남)|비상벨(여)|","공원 및 하천변|","성동구도시관리공단"
"213892","서울특별시 성동구 중랑천서자전거길 85","서울특별시 성동구 응봉동 235","127.03687330","37.55127332","응봉테니스장","성동구","02-2286-5526","공공개방|","상시(24시간)|"," ","남자|여자|","남자|여자|"," ","비상벨(여)|","공원 및 하천변|","성동구도시관리공단"
"213893","서울특별시 성동구 중랑천서자전거길 97","서울특별시 성동구 응봉동 9-4","127.03856811","37.55212312","응봉체육공원","성동구","02-2286-5526","공공개방|","상시(24시간)|"," ","남자|여자|"," "," "," 비상벨(남)|비상벨(여)|","공원 및 하천변|","성동구도시관리공단"
"213894","서울특별시 성동구 고산자로 123","서울특별시 성동구 응봉동 246","127.03492790","37.55044820","응봉자전거대여소","성동구","02-2286-5526","공공개방|","상시(24시간)|"," ","남자|여자|"," "," ","비상벨(여)|","공공시설|","성동구도시관리공단"
"213895","서울특별시 성동구 독서당로62가길 66","서울특별시 성동구 응봉동 269-5","127.03169752","37.54844518","응봉개나리공원","성동구","02-2286-5526","공공개방|","상시(24시간)|"," ","남자|여자|","남자|여자|"," "," 비상벨(남)|비상벨(여)|","공원 및 하천변|","성동구도시관리공단"
"213896","서울특별시 성동구 독서당로60길 13-1","서울특별시 성동구 응봉동 269-4","127.03101753","37.54865958","응봉암벽공원","성동구","02-2286-5526","공공개방|","상시(24시간)|"," ","남자|여자|","남자|여자|"," "," 비상벨(남)|비상벨(여)|","공원 및 하천변|","성동구도시관리공단"
"213897","서울특별시 성동구 행당로 82","서울특별시 성동구 행당동 346-1","127.03042406","37.55684726","대림공원","성동구","02-2286-5526","공공개방|","상시(24시간)|"," ","남자|여자|"," "," ","비상벨(여)|","공원 및 하천변|","성동구도시관리공단"
"213898","서울특별시 성동구 고산자로8길 30-13","서울특별시 성동구 행당동 128-7","127.03730687","37.55797746","행당어린이공원","성동구","02-2286-5526","공공개방|","상시(24시간)|"," ","남자|여자|","남자|여자|"," ","비상벨(여)|","공원 및 하천변|","성동구도시관리공단"
"213899","서울특별시 성동구 고산자로10길 22-26","서울특별시 성동구 행당동 138-38","127.03615156","37.55850968","소월문화광장","성동구","02-2286-5526","공공개방|","상시(24시간)|"," ","남자|여자|","남자|여자|"," ","비상벨(여)|","공원 및 하천변|","성동구도시관리공단"
"213900","서울특별시 성동구 마조로1길 4","서울특별시 성동구 행당동 20-16","127.04017628","37.55829884","한양대앞광장","성동구","02-2286-5526","공공개방|","상시(24시간)|"," ","남자|여자|","공용|"," ","비상벨(여)|","공원 및 하천변|","성동구도시관리공단"
"213901","서울특별시 성동구 살곶이길 313","서울특별시 성동구 행당동 81-4","127.04205631","37.55365743","살곶이궁터장","성동구","02-2286-5526","공공개방|","상시(24시간)|"," ","남자|여자|"," "," ","비상벨(여)|","공공시설|","성동구도시관리공단"
"213902","서울특별시 성동구 살곶이길 235","서울특별시 성동구 사근동 102-28","127.05021943","37.55571419","살곶이 진출부","성동구","02-2286-5549","공공개방|","상시(24시간)|"," ","남자|여자|"," "," ","비상벨(여)|","공공시설|","성동구도시관리공단"
"213903","서울특별시 성동구 살곶이길 259","서울특별시 성동구 사근동 102-28","127.04793097","37.55441463","살곶이진입부","성동구","02-2286-5526","공공개방|","상시(24시간)|"," ","남자|여자|","공용|"," ","비상벨(여)|","공공시설|","성동구도시관리공단"
"213904","서울특별시 성동구 마장로39길 43, 101동 (마장동, 마장동신성미소지움)","서울특별시 성동구 마장동 822","127.04329168","37.56833772","마장축산물시장","성동구","02-2286-5526","공공개방|","상시(24시간)|"," ","남자|여자|"," "," ","비상벨(여)|","근생시설|","성동구도시관리공단"
"213905"," ","서울특별시 성동구 마장동  487-1","127.03931252","37.56783656","마장축산물시장한전뒤","성동구","02-2286-5526","공공개방|","상시(24시간)|"," ","남자|여자|"," ","기저귀교환대(남)|기저귀교환대(여)|"," 비상벨(남)|비상벨(여)|","근생시설|","성동구도시관리공단"
"213906"," ","서울특별시 성동구 마장동  780-1","127.04569540","37.56622855","마장어린이공원","성동구","02-2286-5526","공공개방|","상시(24시간)|"," ","남자|여자|","남자|여자|"," "," 비상벨(남)|비상벨(여)|","공원 및 하천변|","성동구도시관리공단"
"213907","서울특별시 성동구 마장로 311","서울특별시 성동구 마장동 771-6","127.04365011","37.56697329","마장기사식당앞","성동구","02-2286-5526","공공개방|","상시(24시간)|"," ","남자|여자|"," "," ","비상벨(여)|","근생시설|","성동구도시관리공단"
"213908","서울특별시 성동구 마장로42길 25","서울특별시 성동구 마장동 779","127.04655358","37.56572117","자전거체험학습장","성동구","02-2286-5526","공공개방|","상시(24시간)|"," ","남자|여자|"," "," ","비상벨(여)|","공공시설|","성동구도시관리공단"
"213909","서울특별시 성동구 왕십리로31길 29","서울특별시 성동구 하왕십리동 990-7","127.02737580","37.56170775","무학봉공원","성동구","02-2286-5526","공공개방|","상시(24시간)|"," ","남자|여자|"," "," "," 비상벨(남)|비상벨(여)|","공원 및 하천변|","성동구도시관리공단"
"214445","서울특별시 성북구 화랑로 185","서울특별시 성북구 상월곡동 23-95","127.05073964","37.60786901","화랑주유소","성북구"," 02-942-5152","민간개방|","상시(24시간)|"," ","남자|여자|"," "," ","출입구CCTV|","주유소 및 충전소|","화랑주유소"
"213910","서울특별시 성동구 마장로35길 106","서울특별시 성동구 마장동 767-59","127.04499131","37.56889888","청계천 1호 화장실","성동구","02-2290-6852","공공개방|","상시(24시간)|"," ","남자|여자|","공용|","기저귀교환대(남)|기저귀교환대(여)|","비상벨(여)|","공원 및 하천변|","성동구도시관리공단"
"213911","서울특별시 성동구 중랑천서자전거길 209","서울특별시 성동구 사근동 102-16","127.05044935","37.55397645","살곶이체육공원","성동구","02-2286-5526","공공개방|","상시(24시간)|"," ","남자|여자|","남자|여자|"," ","비상벨(여)|","공원 및 하천변|","성동구도시관리공단"
"213912","서울특별시 서초구 바우뫼로 178","서울특별시 서초구 양재동 81-18","127.03959727","37.47808613","서울석유(주)양재주유소","서초구","02-2155-6736","민간개방|","상시(24시간)|"," ","남자|여자|","남자|여자|"," "," ","주유소 및 충전소|","화장실관련정보 문의:서초구청 청소행정과"
"213913","서울특별시 서초구 바우뫼로 195","서울특별시 서초구 양재동 5-10","127.04060829","37.47978517","남서울농협","서초구","02-2155-6736","민간개방|","정시(08:00~21:00)|"," ","남자|여자|","남자|여자|"," "," ","업무시설|","화장실관련정보 문의:한강사업본부 환경과"
"214425","서울특별시 성북구 화랑로13길 144","서울특별시 성북구 상월곡동  산 1-1","127.04361534","37.60904203","오동근린공원화장실","성북구","02-2241-3665","공공개방|","상시(24시간)|"," ","남자|여자|","남자|여자|","기저귀교환대(여)|","비상벨(남)|비상벨(여)|출입구CCTV|","공원 및 하천변|","성북구청 공원녹지과"
"214426","서울특별시 성북구 정릉로24길 110-28","서울특별시 성북구 정릉동  산 87-102","127.00728939","37.60442799","북한산 에코체험관 화장실","성북구","02-2241-3664","공공개방|","상시(24시간)|"," ","남자|여자|","공용|"," ","비상벨(남)|비상벨(여)|출입구CCTV|","공원 및 하천변|","성북구청 공원녹지과"
"214427","서울특별시 성북구 솔샘로25길 121-50","서울특별시 성북구 정릉동 231","127.00688311","37.62095699","북한산생태숲화장실","성북구","02-2241-3664","공공개방|","상시(24시간)|"," ","남자|여자|","남자|여자|"," ","비상벨(남)|비상벨(여)|출입구CCTV|","공원 및 하천변|","성북구청 공원녹지과"
"214428","서울특별시 성북구 화랑로 291","서울특별시 성북구 장위동 44-3","127.06063935","37.61327093","장위가스","성북구"," 02-916-3234","민간개방|","상시(24시간)|"," ","남자|여자|"," "," ","출입구CCTV|","주유소 및 충전소|","장위가스"
"214429","서울특별시 성북구 종암로 201","서울특별시 성북구 하월곡동 88-681","127.03040283","37.60797141","우일에너지","성북구","02-913-8722","민간개방|","상시(24시간)|"," ","남자|여자|"," "," "," ","주유소 및 충전소|","우일에너지"
"214430","서울특별시 성북구 화랑로 27","서울특별시 성북구 하월곡동 67-49","127.03532933","37.60318900","효성주유소","성북구","02-942-5150","민간개방|","상시(24시간)|"," ","남자|여자|","공용|"," ","출입구CCTV|","주유소 및 충전소|","효성주유소"
"214431","서울특별시 성북구 정릉로 218","서울특별시 성북구 정릉동 428","127.00855137","37.60543072","SK네트웍스(주) 북악주유소","성북구"," 02-911-5189","민간개방|","상시(24시간)|"," ","남자|여자|"," "," "," ","주유소 및 충전소|","SK네트웍스(주) 북악주유소"
"214432","서울특별시 성북구 화랑로 174","서울특별시 성북구 상월곡동 23-11","127.05009056","37.60690719","신명에너지㈜ 화랑로주유소","성북구"," 02-963-0051","민간개방|","상시(24시간)|"," ","남자|여자|"," "," ","출입구CCTV|","주유소 및 충전소|","신명에너지㈜ 화랑로주유소"
"214433","서울특별시 성북구 보문로 142","서울특별시 성북구 보문동1가 9-5","127.01838946","37.58767099","성북주유소","성북구"," 02-928-4900","민간개방|","상시(24시간)|"," ","남자|여자|"," "," "," ","주유소 및 충전소|","성북주유소"
"214434","서울특별시 성북구 보문로 27","서울특별시 성북구 보문동7가 137","127.02280072","37.57794803","강산주유소","성북구","02-953-1448","민간개방|","상시(24시간)|"," ","남자|여자|"," "," ","출입구CCTV|","주유소 및 충전소|","강산주유소"
"214435","서울특별시 성북구 한천로 612","서울특별시 성북구 장위동 43-9","127.06021666","37.61363834","현대(주) 장삼주유소","성북구"," 02-909-0314","민간개방|","상시(24시간)|"," ","남자|여자|"," "," ","출입구CCTV|","주유소 및 충전소|","현대(주) 장삼주유소"
"214436","서울특별시 성북구 화랑로 292","서울특별시 성북구 석관동 174-1","127.06140012","37.61261573","우리주유소","성북구"," 02-969-5185","민간개방|","상시(24시간)|"," ","남자|여자|"," "," "," ","주유소 및 충전소|","우리주유소"
"214437","서울특별시 성북구 화랑로 180","서울특별시 성북구 상월곡동 23-35","127.05052871","37.60717942","새천년주유소","성북구"," 02-964-0302","민간개방|","상시(24시간)|"," ","남자|여자|"," "," "," ","주유소 및 충전소|","새천년주유소"
"214438","서울특별시 성북구 한천로 713, 504동 (장위동, 래미안장위퍼스트하이)","서울특별시 성북구 장위동  320","127.05184356","37.62155511","SK네트웍스(주) 한천로주유소","성북구","02-909-2900","민간개방|","상시(24시간)|"," ","남자|여자|"," "," "," ","주유소 및 충전소|","SK네트웍스(주) 한천로주유소"
"214439","서울특별시 성북구 안암로 111","서울특별시 성북구 안암동5가 1-31","127.03185806","37.58557031","신방주유소","성북구"," 02-922-5151","민간개방|","상시(24시간)|"," ","남자|여자|"," "," "," ","주유소 및 충전소|","신방주유소"
"214440","서울특별시 성북구 삼양로 78","서울특별시 성북구 길음동 1132-2","127.02275230","37.61029878","현대주유소","성북구","02-980-1311","민간개방|","상시(24시간)|"," ","남자|여자|"," "," "," ","주유소 및 충전소|","현대주유소"
"214441","서울특별시 성북구 창경궁로 324","서울특별시 성북구 삼선동1가 12-1","127.00554110","37.58798515","삼선주유소","성북구"," 02-766-5105","민간개방|","상시(24시간)|"," ","남자|여자|"," "," "," ","주유소 및 충전소|","삼선주유소"
"214442","서울특별시 성북구 돌곶이로 142","서울특별시 성북구 장위동 75-604","127.05276781","37.61495964","GS 원천주유소","성북구","070-4063-1057","민간개방|","상시(24시간)|"," ","공용|"," "," ","출입구CCTV|","주유소 및 충전소|","GS 원천주유소"
"214443","서울특별시 성북구 동소문로 211, A동 (돈암동, 화인하우스)","서울특별시 성북구 돈암동 30-53","127.02162182","37.60097381","SK에너지(주) 미도주유소","성북구","02-928-0666","민간개방|","상시(24시간)|"," ","공용|"," "," "," ","주유소 및 충전소|","SK에너지(주) 미도주유소"
"214446","서울특별시 성북구 보국문로 35","서울특별시 성북구 정릉동 404-4","127.00997318","37.60761583","정릉주유소 (주)삼표에너지","성북구"," 02-914-6556","민간개방|","상시(24시간)|"," ","남자|여자|"," "," ","출입구CCTV|","주유소 및 충전소|","정릉주유소 (주)삼표에너지"
"214447","서울특별시 성북구 보국문로 52","서울특별시 성북구 정릉동 401-15","127.01012028","37.60917750","HD현대","성북구","02-942-1448","민간개방|","상시(24시간)|"," ","남자|여자|"," "," ","출입구CCTV|","주유소 및 충전소|","HD현대"
"214448","서울특별시 성북구 월계로 128","서울특별시 성북구 장위동 219-481","127.04141164","37.61661674","SK에너지(주) 드림랜드주유소","성북구"," 02-916-9906","민간개방|","상시(24시간)|"," ","남자|여자|"," "," "," ","주유소 및 충전소|","SK에너지(주) 드림랜드주유소"
"214449","서울특별시 성북구 종암로 12","서울특별시 성북구 종암동 30-24","127.03669799","37.59144088","현대오일뱅크㈜ 직영현대셀프주유소 고대점","성북구","02-912-5151","민간개방|","상시(24시간)|"," ","남자|여자|"," "," "," ","주유소 및 충전소|","현대오일뱅크㈜ 직영현대셀프주유소 고대점"
"214450","서울특별시 성북구 종암로 58","서울특별시 성북구 종암동 10-245","127.03601164","37.59577739","SK엔크린 종암지점","성북구","070-8707-4565","민간개방|","상시(24시간)|"," ","남자|여자|"," "," "," ","주유소 및 충전소|","SK엔크린 종암지점"
"214451"," ","서울특별시 성북구 보문동5가  146-1","127.02021152","37.58317099","SK네트웍스(주) 광덕주유소","성북구"," 02-923-5545","민간개방|","상시(24시간)|"," ","남자|여자|"," "," "," ","주유소 및 충전소|","SK네트웍스(주) 광덕주유소"
"214452","서울특별시 성북구 종암로 145","서울특별시 성북구 종암동 3-543","127.03204757","37.60278515","GS종암주유소","성북구","02-921-7785","민간개방|","상시(24시간)|"," ","남자|여자|"," "," "," ","주유소 및 충전소|","GS종암주유소"
"214453","서울특별시 성북구 동소문로 323","서울특별시 성북구 길음동 21-73","127.02947354","37.60880832","세창주유소","성북구","02-988-2491","민간개방|","상시(24시간)|"," ","남자|여자|"," "," "," ","주유소 및 충전소|","세창주유소"
"214454","서울특별시 성북구 화랑로 110","서울특별시 성북구 하월곡동 18-11","127.04344400","37.60346381","장위주유소","성북구","02-912-2318","민간개방|","상시(24시간)|"," ","남자|여자|"," "," "," ","주유소 및 충전소|","장위주유소"
"214455","서울특별시 성북구 아리랑로 96","서울특별시 성북구 정릉동 113-61","127.01421177","37.60053634","현대오일 아리랑주유소","성북구"," 02-941-5189","민간개방|","상시(24시간)|"," ","남자|여자|"," "," "," ","주유소 및 충전소|","현대오일 아리랑주유소"
"214456","서울특별시 성북구 보문로 85","서울특별시 성북구 보문동5가 146-8","127.02035413","37.58295734","동일주유소","성북구","02-923-4949","민간개방|","상시(24시간)|"," ","남자|여자|"," "," "," ","주유소 및 충전소|","동일주유소"
"214457","서울특별시 성북구 성북로4길 177","서울특별시 성북구 돈암동 606-292","127.00871029","37.59587566","구민회관 공공 화장실","성북구","02-924-6781","공공개방|","상시(24시간)|"," ","남자|여자|","공용|","기저귀교환대(여)|"," 비상벨(남)|비상벨(여)|","공공시설|","성북구민회관"
"214458","서울특별시 성북구 성북로 23","서울특별시 성북구 성북동1가 74-1","127.00412298","37.59005227","성북예술창작터 화장실","성북구","02-2038-9989","공공개방|","기타|10:00~18:00, 평일만|","토요일|일요일|","남자|여자|","공용|"," "," 비상벨(남)|비상벨(여)|","공공시설|","성북예술창작터"
"214459","서울특별시 성북구 성북로 134","서울특별시 성북구 성북동 246","126.99488709","37.59483723","성북구립미술관 화장실","성북구","02-6925-5011","공공개방|","기타|10:00~18:00, 평일만|","토요일|일요일|","남자|여자|"," "," "," 비상벨(남)|비상벨(여)|","공공시설|","성북구립미술관"
"214460","서울특별시 성북구 종암로 98-8","서울특별시 성북구 종암동 16-21","127.03509214","37.59899069","종암동새날도서관 화장실","성북구","02-6925-6920","공공개방|","정시(09:00~18:00)|","기타|둘째,넷째 월요일|","남자|여자|"," "," "," 비상벨(남)|비상벨(여)|","공공시설|","종암동새날도서관"
"214461","서울특별시 성북구 정릉로 242","서울특별시 성북구 정릉동 966-1","127.01058256","37.60474017","정릉도서관화장실","성북구","02-2038-9928","공공개방|","정시(09:00~18:00)|","기타|둘째,넷째 월요일|","남자|여자|","공용|"," "," 비상벨(남)|비상벨(여)|","공공시설|","정릉도서관"
"214989","서울특별시 송파구 올림픽로 300, 캐주얼동 (신천동, 롯데월드타워앤드롯데월드몰)","서울특별시 송파구 신천동 29","127.10476680","37.51407117","롯데마트 월드타워점","송파구","02-2057-2500","민간개방|","기타|10:00~23:00|"," ","남자|여자|"," ","기저귀교환대(남)|기저귀교환대(여)|","비상벨(여)|출입구CCTV|","근생시설|","롯데마트 월드타워점"
"214990","서울특별시 송파구 올림픽로 300, 에비뉴엘동 (신천동, 롯데월드타워앤드롯데월드몰)","서울특별시 송파구 신천동 29","127.10171680","37.51288901","롯데백화점 에비뉴엘월드타워점","송파구","02-3213-2655","민간개방|","기타|평일10:30~20:00주말10:30~20:30|"," ","남자|여자|","남자|여자|","기저귀교환대(남)|기저귀교환대(여)|","비상벨(남)|비상벨(여)|비상벨(장애인_남)|비상벨(장애인_여)|출입구CCTV|","근생시설|","롯데백화점 잠실점 지원팀"
"214991","서울특별시 송파구 올림픽로 300, 캐주얼동 (신천동, 롯데월드타워앤드롯데월드몰)","서울특별시 송파구 신천동 29","127.10408050","37.51364718","롯데월드몰","송파구","02-411-5720","민간개방|","기타|10:00~22:00|"," ","남자|여자|","남자|여자|","기저귀교환대(여)|","비상벨(여)|출입구CCTV|","근생시설|","건물관리인"
"214992","서울특별시 송파구 올림픽로 300, 캐주얼동 (신천동, 롯데월드타워앤드롯데월드몰)","서울특별시 송파구 신천동 29","127.10488680","37.51393704","롯데하이마트월드타워점","송파구","02-3213-3000","민간개방|","기타|10:00~22:00|"," ","남자|여자|"," "," "," ","근생시설|","건물관리인"
"214993","서울특별시 송파구 올림픽로35가길 16","서울특별시 송파구 신천동 7-12","127.10300642","37.51625169","홈플러스 잠실점(송파펀스타디움)","송파구","02-2240-4630","민간개방|","기타|05:45~24:00|"," ","남자|여자|","남자|여자|","기저귀교환대(여)|","비상벨(장애인_남)|비상벨(장애인_여)|출입구CCTV|","근생시설|","건물관리인"
"214994","서울특별시 송파구 올림픽로4길 42, 1동 (잠실동, 우성아파트)","서울특별시 송파구 잠실동 101-2","127.07357815","37.50855883","프리마 쇼핑센터","송파구","02-412-0900","민간개방|","상시(24시간)|"," ","남자|여자|"," "," "," ","근생시설|","건물관리인"
"214995","서울특별시 송파구 중대로 80","서울특별시 송파구 문정동 150-2","127.11784281","37.49176201","롯데마트 송파점","송파구","02-2006-7710","민간개방|","기타|10:00~23:00|"," ","남자|여자|","남자|여자|","기저귀교환대(여)|","비상벨(여)|출입구CCTV|","근생시설|","건물관리인"
"214996","서울특별시 송파구 충민로 10","서울특별시 송파구 문정동 628","127.11910668","37.47861728","가든파이브(툴)","송파구","02-2047-6041","민간개방|","기타|06:00~24:00|"," ","남자|여자|","남자|여자|","기저귀교환대(남)|기저귀교환대(여)|","비상벨(장애인_남)|비상벨(장애인_여)|","근생시설|","건물관리인"
"214997","서울특별시 송파구 충민로 66","서울특별시 송파구 문정동 634","127.12479900","37.47777719","가든파이브(라이프)","송파구","02-2157-0100","민간개방|","기타|07:00~22:30|"," ","남자|여자|","남자|여자|","기저귀교환대(남)|기저귀교환대(여)|","비상벨(장애인_남)|비상벨(장애인_여)|","근생시설|","가든파이브라이프 관리사무소"
"214998","서울특별시 송파구 양재대로72길 5, 101동 (오금동, 올림픽파크센트레빌)","서울특별시 송파구 오금동 615","127.12751949","37.50995322","올림픽파크 동부센트레빌","송파구","02-448-9804","민간개방|","상시(24시간)|"," ","남자|여자|","공용|"," "," ","근생시설|","건물관리인"
"214999","서울특별시 송파구 가락로 183","서울특별시 송파구 송파동 121","127.11452546","37.50516462","한화 송파지점(한양아파트 상가)","송파구","02-416-6006","민간개방|","정시(06:00~23:00)|"," ","남자|여자|"," "," "," ","근생시설|","건물관리인"
"215000","서울특별시 송파구 올림픽로 240","서울특별시 송파구 잠실동 40-1","127.09894100","37.51039560","가든스테이지(롯데월드 남문)","송파구","02-411-2294","민간개방|","기타|평일10:00~21:00주말10:00~22:00|"," ","남자|여자|","남자|여자|","기저귀교환대(남)|기저귀교환대(여)|","출입구CCTV|","근생시설|","롯데월드 파크운영팀"
"215001","서울특별시 송파구 올림픽로 240","서울특별시 송파구 잠실동 40-1","127.09917480","37.51192260","가든스테이지(롯데월드 회전바구니 앞)","송파구","02-411-2294","민간개방|","기타|평일10:00~21:00주말10:00~22:00|"," ","남자|여자|","남자|여자|","기저귀교환대(남)|기저귀교환대(여)|"," ","근생시설|","롯데월드 파크운영팀"
"215002","서울특별시 송파구 올림픽로 240","서울특별시 송파구 잠실동 40-1","127.09706440","37.51114949","동화극장(회전목마 앞)","송파구","02-411-2294","민간개방|","기타|평일10:00~21:00주말10:00~22:00|"," ","남자|여자|","남자|여자|","기저귀교환대(남)|기저귀교환대(여)|","출입구CCTV|","근생시설|","롯데월드 파크운영팀"
"215003","서울특별시 송파구 올림픽로 240","서울특별시 송파구 잠실동 40-1","127.09726130","37.51038798","동화극장(언더씨킹덤 앞)","송파구","02-411-2294","민간개방|","기타|평일10:00~21:00주말10:00~22:00|"," ","남자|여자|","남자|여자|","기저귀교환대(남)|기저귀교환대(여)|","출입구CCTV|","근생시설|","롯데월드 파크운영팀"
"215004","서울특별시 송파구 오금로 195","서울특별시 송파구 방이동 124-12","127.11607983","37.50843286","DNG HALL(디앤지 홀)(대원빌딩)","송파구","02-3431-1235","민간개방|","정시( 08:00~21:00)|"," ","남자|여자|"," "," "," ","근생시설|","대원빌딩 관리실"
